https://www.zhihu.com/question/22898278	一个很普通的大学女生，长的不丑，但是自己总会有自卑感作祟，想快速提升自己的气质或者气场，能给我好的建议或者意见吗？
https://www.zhihu.com/question/24600058	除了 Discuz 之外, 有哪些不错的开源论坛系统? 各有什么优劣? 谢谢.
https://www.zhihu.com/question/266845010	仅仅是因为 PDF 是 Adobe 家的有专利吗？
https://www.zhihu.com/question/268565724	世界卫生组织的报告显示，日本是全世界肥胖率最低的国家之一，并且是发达国家中肥胖率最低的国家，2016 年约是 4%。即便是以浪漫优雅、精致苛刻著称的法国，肥胖率也有 11%，美国则高达 32%。 常常看日本电影电视剧的人不难发现，日本的明星演员都非常瘦。现实生活中，但凡有外国人来到日本，都会惊呼说：「日本街头几乎看不到胖子！」 有趣的是，日本人却并不爱运动，普遍没有健身习惯。根据医学期刊《The Lancet》调查「全球最不爱运动的国家」，日本排到第十一名，全国有超过 60% 的人参与运动的积极度都是在平均水平以下。全球最爱运动的国家是美国，全国有超过 40% 的人参与运动的积极度都在高水平以上。为什么不喜欢运动的日本人却是全球最瘦？
https://www.zhihu.com/question/308920265	有意向考研并且喜欢西南政法大学，导师建议我们读一些书，想多了解法学有什么有意思的入门书籍推荐吗？而且对于考研有什么建议吗？ 谢谢各位啦
https://www.zhihu.com/question/316754604	应该从哪些史书入手？顺序是如何？
https://www.zhihu.com/question/340223529	观察到的一个现象是程序员职业的幸福度是相当低的，极大部分人都是普通人，都在做着损耗身体，重复性的搬砖活动。缺少了情感交流，色彩化，加之高压下抑制创造性发挥，职业规格和市场现状就是反人类的，终究来说，像机器一样思考是极少数人能做到的事，而大部分人会被各种外力不断冲击，也就是为了一笔钱而已，也只能不断麻痹着自己去提升技术，热爱工作。 那么如果你有了足够的钱，你还想做程序员吗？你又想做什么自己真心想做的事情呢？请说出你的故事。
https://www.zhihu.com/question/34336738	男，19 岁学生党，皮肤夏天天热时爱出油，冬天偏干，比较黑，想美白，求推荐护肤产品，基本要求洗的干净不紧绷，预算有限 300 元左右
https://www.zhihu.com/question/363285780	都说发烧会烧坏脑子，如果单独保护大脑对全身升温，可以有效杀死癌细胞痊愈吗？ 这样做是不是会留下后遗症？还是说大脑是无法在全身升温的情况下独立散热保护？
https://www.zhihu.com/question/42662696	辩论时总会遇到双方互相丢事例和数据的情况，那么请问：1. 当双方只是单纯丢事例数据并没深入挖掘事例数据的时候，怎么拆呢？（啊貌似这个有点蠢然而还是不会拆呵呵呵） 2. 当双方挖深了事例数据互相丢的时候，怎么拆呢？ 拆事例和拆数据... 问题如题
